,Location,Retweet_Count,Date,Tweets
11002,"Ahmadabad City, India",0,Mon Feb 24 14:47:32 +0000 2020,"@SteepCapt @avik9119 @rheakatta @Aagneya2 @Nehr_who @JasjeevSinghTOI @TOIDelhi You are educated, right?  When PM and HM on public gathering, in front of world televisions saying that Muslims need not to worry about #CAA, they aren't going to lose citizens"
11004,,0,Mon Feb 24 14:46:59 +0000 2020,@DelhiPolice @AmitShah  at first arrest @BDUTT and @ReallySwara they spreading fake news over #CAA and because of them our one police officer was murdered
11005,,12,Mon Feb 24 14:46:59 +0000 2020,Time for balancing act is over. Every law abiding life ( men in Uniform and citizens) matters.  The coward who killed the police officer will b arrested. What about news trader's.   Shud they b booked for creating civil unrest? #CAA
11008,Chennai,0,Mon Feb 24 14:46:49 +0000 2020,"@ANI @INCIndia Everything meticulously planned to defame India right from #CAA protest, timely violence now during Trump visit and boycotting the dinner by the Rashtrapati Bhavan. What an anti national party ?"
11026,India,0,Mon Feb 24 14:42:03 +0000 2020,"@TimesNow Yes, everyone knows it has nothing to do with #CAA .  It is deep collaboration of the groups comprising political parties, media, activists, foreign groups..with left ideology or with Islamist mindset.... Must be investigated and dealt with iron"
11028,"New Delhi, India",2,Mon Feb 24 14:41:41 +0000 2020,Q. What is #CAA? A. Modi and Shah come out as minority rights activists.  Q. What is Anti #CAA? A. Anti Modi camp steps into shoes of  Majority Rights Activists.
11029,"Greater Noida(W), India",0,Mon Feb 24 14:41:41 +0000 2020,#CAA has exposed all the sleeper cells and traitors.
11032,,0,Mon Feb 24 14:41:08 +0000 2020,@TVMohandasPai You have nailed it sir. Journalist like @BDUTT and news channels like @ndtv are the one responsible for this. They have been spreading incorrect info about #CAA and #NRC  which is not even there. I am surprised that no action has been taken
11034,"New Delhi, India",3,Mon Feb 24 14:41:06 +0000 2020,"No one gives two hoots to #DonaldTrump's visit.. this madness, chaos and destruction that we are witnessing in #Delhi is caused by #BJP leader #KapilMishra. People were protesting against #CAA peacefully and it was Mishra who incited violence. #Arrest_Kapil_Mishra #AAPKahaanHai"
11044,Okhla (Delhi),0,Mon Feb 24 14:39:15 +0000 2020,One Delhi Police head constable has lost his life and one DCP injured during clashes between two groups in Delhi's Gokulpuri. #CAAProtest #CAA #HeadConstable
11053,,1,Mon Feb 24 14:36:32 +0000 2020,RT @LegalKant: @AdvaitaKala Kasmir valley style stone pelting is now happening in Delhi  Will Indian Muslims against #CAA accept the same sâ€¦
11056,Bermuda triangle ðŸŒªï¸,1,Mon Feb 24 14:36:07 +0000 2020,RT @Jagat___Janani: Waiting for few messages which gonna claim that constable has been killed by RSS guy and its a all conspiracy of modi gâ€¦
11062,ðŸ‡ªðŸ‡ºðŸ‡©ðŸ‡ªðŸ‡«ðŸ‡·ðŸš©,1,Mon Feb 24 14:35:13 +0000 2020,@AdvaitaKala Kasmir valley style stone pelting is now happening in Delhi  Will Indian Muslims against #CAA accept the same set of rights that Hindus and other minorities get in Pakistan?
11073,Aizawl,0,Mon Feb 24 14:33:04 +0000 2020,"@TheQuint Little bit later @AltNews and @TheQuint  will surely try to prove that those orange basket were Hindutva Flag and Fake people were involved to provoke the Peace rally against #CAA,Sahi kaha na @ravishndtv  n @ndtv"
11090,Earth,2,Mon Feb 24 14:30:08 +0000 2020,The violent anti #CAA mobs are burning the country.  But our government will not do anything to stop them.  I wish they would have sent CRPF &amp; Indian Army to control them and destroy those bastards rioters.   #DelhiBurning
11092,"Bengaluru, India",0,Mon Feb 24 14:29:55 +0000 2020,"This is shocking, Delhi is burning but no msg yet from @HMOIndia @AmitShah Ji, sir what are you waiting for, when you will step out and order to stop this planned riots in the name of protest against #CAA."
11122,Mumbai ,0,Mon Feb 24 14:23:04 +0000 2020,@_YogendraYadav You people are fanning this communal hatred by mail information about #CAA.  Now get ready to embrace more and more such heart wrenching news
11128,INDIAðŸ‡®ðŸ‡³,1,Mon Feb 24 14:22:30 +0000 2020,Waiting for few messages which gonna claim that constable has been killed by RSS guy and its a all conspiracy of modi govt. ðŸ˜Š #Delhi #CAA #NRC
11132,,0,Mon Feb 24 14:20:25 +0000 2020,Shocked and saddened by the unlawful unruly and worst job of protestors of #CAA which took life of our countryâ€™s Head Constable  Now who is responsible for his death and damage caused to his family members @PMOIndia @ArvindKejriwal @ReallySwara @Swamy39 @DelhiPolice @asadowaisi
11139,"Aurangabad, India",0,Mon Feb 24 14:17:38 +0000 2020,"We are protesting against #CAA #NRC &amp; #NPR on 4th March 2020 at JantarMantar,Delhi. Please Join Us In Large Numbers To Save Our Country And The Constitution Of India.  #ChaloDelhi  #CAA_NRC_Protest  @Prksh_Ambedkar  @asadowaisi  @BhimArmyChief"
11148,"Bangalore, Karnataka, India",0,Mon Feb 24 14:15:21 +0000 2020,Impose 144 in Delhi effective immediately and ask those fuckers to come out for strike. HMO is capable of doing this. But why no action?  #EnoughIsEnough #Delhi #DelhiBurning #CAA #Section144
11159,delhi india,1,Mon Feb 24 14:13:08 +0000 2020,"Burning Cars, Houses, robbing Reliance Fresh, Blocking Roads and now     Killing Police personnel in the name of #CAA and a law Which is not even Drafted.  Is this protest or Terrorism? #DelhiPolice #Section144 @HMOIndia @DelhiPolice"
11176,India,0,Mon Feb 24 14:08:37 +0000 2020,"The ultimate plan of #CAA is to harass Muslims and the poor of this country.  The intent is to take away their voting rights and make it easy for #bjp to win elections smoothly. What bjp didn't expect, was the massive backlash from non-Muslims. #NoCAANoNRCNoNPR Down with fascism."
11188,à¤…à¤–à¤‚à¤¡ à¤­à¤¾à¤°à¤¤,0,Mon Feb 24 14:05:12 +0000 2020,@sambitswaraj ji @narendramodi ji @AmitShah ji. Delhi mein itna virodh ho raha hai #CAA par. Y govt is not taking any action on this to stop all this nonsense. Please do something and stop this.
11196,"Bengaluru, India",2,Mon Feb 24 14:04:50 +0000 2020,@TVMohandasPai @BDUTT is back.. very familiar number in years.. 2002 and 2020.. only difference is people know what she reports and she doesn't know what people know. How #CAA is affecting Muslims. If they don't have the count of children government will 
11203,,0,Mon Feb 24 14:02:30 +0000 2020,"Anti CAA Sponsors and Rioters are well aware that #CAA does not take away anybody's Citizenship,yet they are creating unrest and indulging in hooliganism , fear mongering. Now Govt should take stern action against those responsible in creating unrest. @AmitShah Ji @narendramodi"
11215,jaipur,0,Mon Feb 24 14:00:24 +0000 2020,@smitharnair @suhasinih @ReallySwara even not read #CAA provisions admitted by her in interviews and she is protesting against it.  even she dont know when NRC is coming in india and ur saying clarity how stupid you are....
11218,,0,Mon Feb 24 14:00:09 +0000 2020,There will be a narrative that clash was between Anti and Pro #CAA factions. The clash was between Anti CAA and Anti Blockade factions. @narendramodi @BJP4India @AKTKadmin @OpIndia_com @indiatvnews @ZeeNewsHindi @Shehzad_Ind @sambitswaraj @KapilMishra_IND @SushantBSinha
11234,"Sri Ram Niwas,Pawan Putra Dham",2,Mon Feb 24 13:57:05 +0000 2020,Opposing #CAA is Radical Islamic Terrorism . And it should be dealt ruthlessly with all might of State. We can't tolerate Killings of @DelhiPolice and arsoning of Public property. Police should be armed with modern guns and sufficient number of bullets to encounter Terrorists.
11238,"New Delhi, India",0,Mon Feb 24 13:55:28 +0000 2020,"@BDUTT The whole anarchic acts in the name of #CAA protest (pure political and fake protest) in Delhi is secretly organized and motivated by @ArvindKejriwal and his @AamAadmiParty with his financial partner #PFI(the terrorist organization). Don't know, wh"
11259,"Mumbai, India",0,Mon Feb 24 13:50:59 +0000 2020,What is happening in #Delhi? Are we taking note? This should be dealt with #IronFist immediately and strong will. #EnoughIsEnough #CAA #NRC #CAA_NRC_NPR
11265,Bombay,2,Mon Feb 24 13:50:07 +0000 2020,"Gov't will set a narrative about today's violence and blame it on #CAA protesters to present in the SC ,which in return will pass an order accordingly helping the fascist Gov't."
11280,,7,Mon Feb 24 13:46:25 +0000 2020,"Another clash over #CAA in North East Delhi, as a man opens fire infront of @DelhiPolice as they yet again observe passively in #Jafrabad . Hope security forces were deployed with the same vigour and intent for such instances to not happen, as being done in #Ahmedabad . #Delhi"
11286,"Gujarat, India",0,Mon Feb 24 13:45:26 +0000 2020,@sudip_ind @SureshShripat  The MoS for Home affairs has asked @AamAadmiParty @ArvindKejriwal @msisodia and also @RahulGandhi  who openly supported the protest against #CAA to answer who is behind violence to defame India when POTUS is staying overnight in
11296,Ahmedabad,0,Mon Feb 24 13:43:17 +0000 2020,@ShashiTharoor Than the Congress and itâ€™s leaders tops the list as they keep spreading misinformation about #CAA..
11302,katihar,0,Mon Feb 24 13:41:48 +0000 2020,@abhijitmajumder Why only problem with saffron flag and not with green flags.... The moment u question the veracity of saffron flag it ensue a reactionary response.... Try to put white flag b/w saffron and green instead of suspiciously brewing question ag
11325,"UK, Punjab",0,Mon Feb 24 13:37:51 +0000 2020,@HasanSafin Hereâ€™s a dental surgeon trying to be neurosurgeon! @KapilMishra_IND said nothing wrong - in democratic #India can only #Muslims protest/block roads over nothing? Have they even read and understood #CAA?
11332,"New Delhi, India",0,Mon Feb 24 13:35:28 +0000 2020,@SamardevChauhan @ArvindKejriwal @RahulGandhi Samar As elected CM he need to stand up and tell the truth.  #CAA has nothing to do with any Indian. Anyone can pass the condolence but did he offered help. Who will help the family and what was his fault? He 
11337,Bharata,1,Mon Feb 24 13:33:30 +0000 2020,"#CAA Dilliwalon! Maro Saalo What have you brought the city to???  Just what the hell? Such destruction  if public property, obstruction to public and now violence causing fatality?  Who gave you the right? Just for some freebies?"
11377,Hindustan,4,Mon Feb 24 13:24:17 +0000 2020,"An Indian oil petrolà¥¤pump,Maruti showroom, a truck, 3 houses  innumerable bikes and cars burnt, No way so #caa going back now bring on #NRC #NPR UNIFORM CIVIL CODE  and population control bill let's see how long the dogs can go mad as with mad dogs they will be put dowb"
11379,Ghaziabad ,0,Mon Feb 24 13:24:06 +0000 2020,"@INCIndia Only and only @INCIndia  is responsible for this not a single statement given by you in support of #CAA, you directly disrespect of #SupremeCourtofIndia"
11387,"UK, Punjab",0,Mon Feb 24 13:22:54 +0000 2020,@BDUTT What did @KapilMishra_IND say wrong? #India is a democratic country and he has the right to protest to clear #Delhi roads! Can only #Muslims who fail to understand #CAA protest/block road over nothing - absolutely nothing? More power to #KapilMishr
11392,,0,Mon Feb 24 13:20:58 +0000 2020,@BDUTT Arrest all those who are protesting against #CAA these people are rioters and not be given any leeway.  Protest peacefully at designated places or face jail.
11405,,0,Mon Feb 24 13:18:24 +0000 2020,@ReallySwara @ABPNews @abpnewshindi #NRC wapis le lijiye? What do mean? Which fool told you that #NRC is brought up in the #parliament yet? #RubikaLiyaquat asked straight question - Where is the draft of #NRC? But none of you three had any answers to it. 
11412,à¤­à¤¾à¤°à¤¤ Bharat,0,Mon Feb 24 13:17:15 +0000 2020,@DrAMSinghvi And who is responsible in Congress for pouring Ghee in #CAA protest?
11428,Delhi | Pondicherry,73,Mon Feb 24 13:15:18 +0000 2020,"And ignore the crocodile tears of these politically-motivated protestors -- they mean nothing. Criminals they are, like criminals must they be treated.  #CAA will stay and this violence will end: this is the message India needs to hear from Home Minister @AmitShah."
11431,singapore,0,Mon Feb 24 13:14:48 +0000 2020,"@iamjohnoliver your perspective on #modi #caa is welcome and worth a listen.However,india has had an illegal immigration problem since independence which had to be fixed. minuscule number of non muslims given citizenship wd not help BJP win anyways if the"
11433,"Lucknow, Barabanki, India",0,Mon Feb 24 13:14:37 +0000 2020,"@BDUTT Prestitutes like you are responsible, because you always instigated the protesters instead of explaining them that #CAA has nothing to do with any Indian citizen irrespective of the religion and #NRC has not yet been drafted, let the draft come go "
11456,"New Delhi, India",0,Mon Feb 24 13:09:19 +0000 2020,@VijayRe55805023 @kanimozhi @RanaAyyub @narendramodi @madhukishwar @Sanju_Verma_ @airavatvolvo @NagpurKaRajini @RajeshTamret @vishalnautamlal @nalini51purohit @Narayanan3 @AxiJ5 Bitch Rana Ayyub . She will not mind Reason She is a Muslim First. She has re
11476,"Delhi, India",0,Mon Feb 24 13:04:57 +0000 2020,Head constable of Delhi Police Ratan Lal dies and DCP Shahdara injured as violent clashes escalate between pro and anti #CAA protesters in North East Delhi. After Kapil Mishra's inflammatory Statement...ðŸ˜”ðŸ˜” Whoever responsible must be arrested now.
