,Location,Retweet_Count,Date,Tweets
5267,Gurgaon,13,Wed Feb 26 15:46:16 +0000 2020,"70 days ago Sonia had incited people to come out on the roads to protest against #CAA. Similar instigation followed by Rahul Gandhi and Priyanka Vadra. Owaisi, Warris Pathan openly incited hatred. Mani Shankar Aiyyar, Digvijaya, Sisodiya did same. Why they haven't been arrested?"
5268,,0,Wed Feb 26 15:44:49 +0000 2020,"People protesting against #CAA - Everyone is equal despite their religion.  Same people before and after protests - We are from this religion, we want benefits and reservations.  Dont know a word to put this so called ... from these people.  @ARanganathan72 @theskindoctor13"
5269,"Bengaluru, India",0,Wed Feb 26 15:38:51 +0000 2020,"@ndtv @LRC_NDTV @Nidhi Line crossed when a Pro-CAA rally was attacked by Muslims. For the first time Hindu retaliated. And when Hindu homes were attacked by #JihadisBurningDelhi , writing was on the wall...Hit back and Hit hard.. Sad how Muslims got foole"
5270,,0,Wed Feb 26 15:38:03 +0000 2020,@narendramodi @USA_FIN If peace and harmony are really central to our ethos  1. Remove @AmitShah  2. Repeal #CAA 3. Find someone more genuine than #AjitDoval 4. Send #Vanzara back to retirement. 5. Act more like the #PM and less of a #RSS Pracharak
5272,India | UK,0,Wed Feb 26 15:35:52 +0000 2020,@QuickTake @business India has always welcomed persecuted with open arms #CAA is not about India national but people seeking citizenship  CAA allows for minority Hindus Sikhs Christians from Pakistan Afghanistan Bangladesh a fast track route  Islamists ar
5273,"Bengaluru, India",1,Wed Feb 26 15:32:48 +0000 2020,RT @sureshlal: Why does SC need holi holidays when the capital is burning? Anyway they don't celebrate holi and give lectures against it. Wâ€¦
5275,Bharat,1,Wed Feb 26 15:30:18 +0000 2020,Why does SC need holi holidays when the capital is burning? Anyway they don't celebrate holi and give lectures against it. While the judges give orders  and micro manage police isn't it right on their part to forsake holidays and dispose all cases regarding #CAA?
5277,'Murica,0,Wed Feb 26 15:27:58 +0000 2020,Modi is a fascist. Members of his party are encouraging violent Hindu nationalist mobs to attack #CAA protesters and he does NOTHING. #DelhiRiots #DelhiBurning
5280,"Washington, DC, USA",0,Wed Feb 26 15:25:37 +0000 2020,When will this government crack down on #ShaheenBagh sponsors/financiers and push the protesters out of way of the common public? When? Akhir when? Who are these people to decide if #CAA is unconstitutional? Let the SC give its judgement! Enough is enough now!
5281,"Indore, India",0,Wed Feb 26 15:24:59 +0000 2020,"@rjfahad @PMOIndia The point is , the act is in #SupremeCourt of #India and as per our #Constitution , only they can tell whether the act is constitutional or not. But that does not mean that you start hate mongering. Also, #CAA does not affect any #India"
5282,,1,Wed Feb 26 15:23:16 +0000 2020,"@Ram_Guha You sly, manipulative crook, Hindu lives have always been expandable for you. You have sold your soul, instead of exposing the futility and motivated protest against #CAA that does no harm to any Indian, you are legitimizing the seizure of Delhi"
5284,"Pune, India",0,Wed Feb 26 15:22:12 +0000 2020,@GPHilman @Nobita_qu These people are saying that these Muslim people have been killed by Hindus. It is not clear here... And do you know about #CAA  and #NRC
5287,India,0,Wed Feb 26 15:13:46 +0000 2020,"People of all religion, pls put this to end now. Believe and Respect all the religions. Pls understand that #CAA or #NRC doesnâ€™t question your #Nationality . @ArvindKejriwal @PMOIndia pls do something as itâ€™s heartbreaking to see people cry for loosing their family and home ðŸ’”ðŸ‡®ðŸ‡³"
5289,,0,Wed Feb 26 15:10:44 +0000 2020,"@_sabanaqvi Again define â€˜Weâ€™. You bigots have deliberately done this. And now whining, as if you care for image of the country. #CAA"
5290,,0,Wed Feb 26 15:02:28 +0000 2020,#DelhiRiots2020   So sad to see that an act  #CAA  that has nothing to do with the Indian nationals is the reason behind such chaos and pain.  I have yet to come across 1 person who can explain y #CAASupport is wrong.  Nothing can justify this loss of lives. #religiondivides
5293,India,0,Wed Feb 26 14:56:15 +0000 2020,MUKESH real son objected it and asked all illegally  brought Anilâ€™s children to be send back  thatâ€™s NRC And they wanted their real son which is in bad condition in Anilâ€™s house to come back thatâ€™s is CAA.  Lame man language  #CAA #CAASupport #DelhiRiots2020 #delhivoilence
5295,,2,Wed Feb 26 14:54:56 +0000 2020,Practically none of celebrity journo appealed for peace or even tried to explain about #CAA to the rioters....And they call themselves patriot???? These so called fourth pillar of democracy should be uprooted first These basterds to be arrested and put behind the bar forever
5296,"Bengaluru, India",5,Wed Feb 26 14:54:27 +0000 2020,"I am sorry to say this but -   At this stage, I don't have any fear to say that - Terrorism is in the blood of Isl@m !  And it never stops!   Wake-up HindÏ€s ! !  It clearly shows that, They are not opposing #CAA Their protest is against HindÏ€s !  #DelhiBurns  #delhivoilence"
5298,Chennai,1,Wed Feb 26 14:52:10 +0000 2020,"4. He also says that the #CAA will not be revoked in his opinion. And for saying that I am not supporting BJP and just stating facts.   Because they won't revoke, that does not mean that it should not be opposed. Keeping silent is ENABLING. 4/n"
5301,"Dehradun, India",0,Wed Feb 26 14:51:24 +0000 2020,"@ndtv Those smart people who create violence just because someone said something and are justify it, should not educate between right and wrong about #CAA &amp; #NRC. @PMOIndia @RahulGandhi @aajtak @ArvindKejriwal"
5302,India,0,Wed Feb 26 14:50:39 +0000 2020,@priyankadeo @Uber And more Religion of peace drivers forcefully trying to convince #CAA is bad ...that is @Uber_Support
5305,Ireland,0,Wed Feb 26 14:42:13 +0000 2020,"Arvind Kejriwal is the wisest politician, who has given an imprint byy neither with #CAA nor with #AntiCAA. And, he has not visited during the riots too.  But People are not joke. They will act smart."
5306,"East Lansing, MI",0,Wed Feb 26 14:40:12 +0000 2020,"The #DelhiRiots2020 are an example of the fragility of male authoritarian leaders like @narendramodi and @realDonaldTrump. Your fascist bromance has blood on your hands and your narcissism in your hearts. No #BorderWall, no #CAA, no #article370."
5307,,0,Wed Feb 26 14:39:16 +0000 2020,I support #CAA  and you?
5308,"à¤®à¥à¤‚à¤¬à¤ˆ, à¤­à¤¾à¤°à¤¤",0,Wed Feb 26 14:38:40 +0000 2020,"@amitmalviya @KDharmapuri Yes, they are responsible for these riots!! They worked Muslims into a violent frenzy over a non-issue like the #CAA and now that the expected reaction from the Hindu community has started, they're pointing fingers at others. Sha"
5312,Republic of India,0,Wed Feb 26 14:32:23 +0000 2020,"The whole India discussed and Discussing about #DelhiRiots .All politicians, Activists are concerned on this.  But ""Spiritual Gurus "" like @SadhguruJV and @SriSri didn't utter a single letter about this. Jaggi was there to explain #CAA . Sri Sri was there on Ram temple. BUT NOW."
5314,,0,Wed Feb 26 14:31:39 +0000 2020,@Payal_Rohatgi @narendramodi Love the way #Payal gets under the skin of these jihadis.  Agree with every word she said.  #NRC pan India and #CAA to be applied post #NRC
5316,"Jabalpur, India",3,Wed Feb 26 14:30:10 +0000 2020,Those who are debating #CAA must remember that we need...  (1) Food for all (2) Affordable housing (3) Respectable vocation (4) Good public infrastructure (5) Affordable education (6) Hospitals for all (7) Clean water (8) Fresh air and (9) Forest conservation first.  #DelhiRiots
5317,Portblair,0,Wed Feb 26 14:28:15 +0000 2020,"@abhijitmajumder And their are no Indian minorities  in Pakistan,  Bangladesh  or Afghanistan  or for the matter in any country  in the world requesting  for  #CAA  like citizenship in that country for being religious  persecuted in India... #ShaheenBagh"
5318,à¤­à¤¾à¤°à¤¤,0,Wed Feb 26 14:27:40 +0000 2020,"@ib_gauri @_sabanaqvi @KapilMishra_IND People like you are real culprit Saba not Kapil You guys has been spreading lies and doing hate mongering in the name of #CAA U &amp; your goons have occupied public properties in the name of protest, your goons star"
5322,Lucknow India,0,Wed Feb 26 14:21:50 +0000 2020,I stand firm with #NarendraModi and our #government on this issue of #CAA and #NRC (if it comes in future)  I will supprt those who r protesting against #CAA in the capicity of their democratic rights but those who are crossing the fine line by blocling roads hv no support
5327,"Chennai, India",13,Wed Feb 26 14:20:10 +0000 2020,"Rajinikanth: ""I believe that #CAA will not be taken back at any cost by this govt... I am being dubbed as a #BJP stooge for my views on CAA by some journalists and senior political observers. I am hurt by such comments. What I state comes from my belief and nothing else."""
5328,"Esslingen, Germany",0,Wed Feb 26 14:19:42 +0000 2020,@M_Altaf_Afridi @omar_quraishi Very true in India Hindus/Sikhs (all other communities) all stood up for Muslims and marched against #CAA. But in Pakistan not even a single voice against #AhmadiApartheid
5330,Hindusthan,0,Wed Feb 26 14:16:16 +0000 2020,@its_mr_soni96 @englisbabu @cjwerleman @Advaidism The most infuriating part is the Provocations by Muslims for no harm inflicted by #CAA and #NRC_CAA_Protest. What is their pain in bringing Hindu persecuted into this country.
5333,Portblair,0,Wed Feb 26 14:13:35 +0000 2020,@IndianExpress This idiot @ImranKhanPTI  should  know  that  #CAA  is brought  because  of the treatment he gives to minorities  in his country... If    Indian minorities  are in danger...Have  a #CAA in Pakistan and see how many  Indian minorities opt fo
5335,"595, Budhwar Peth, Pune",0,Wed Feb 26 14:10:10 +0000 2020,#CBSE postpones tomorrow's Class 10 and 12 #BoardExams in Northeast #Delhi amid ongoing #CAA clashes.  #Sakal #SakalNews #SakalMedia #ViralIndia #ViralNews
5336,"Maharashtra, India",0,Wed Feb 26 14:10:10 +0000 2020,#CBSE postpones tomorrow's Class 10 and 12 #BoardExams in Northeast #Delhi amid ongoing #CAA clashes.  #Sakal #SakalNews #SakalTimes #ViralIndia #ViralNews
5338,"à¤ªà¤‚à¤œà¤¾à¤¬, à¤­à¤¾à¤°à¤¤",1,Wed Feb 26 14:06:06 +0000 2020,RT @shiva90969782: Trump on violence in Delhi and #CAA: We did talk about religious freedom. PM Modi said he wants people to have religiousâ€¦
5339,India,0,Wed Feb 26 14:05:18 +0000 2020,I am SC and i support Bhagwa Rang.  I am SC and i support #CAA  Har Har Mahadev..  Jai Shri Ram..  Azadi..........   #SCSTOBC_Against_Hate
5341,,0,Wed Feb 26 14:03:53 +0000 2020,"@aajtak @khanumarfa @sardesairajdeep  #Media has lost the #credibility and involved in #spreading rumors over #CAA. Only #IndiaMedia is responsible for #DelhiRiots who didn't do their duty #prominently and #honestly. If it happened, #ShaheenBaghProtest mi"
5347,"Syracuse, NY",0,Wed Feb 26 13:55:20 +0000 2020,@one_by_two @ReallySwara Whats so â€˜WELL DONEâ€™ in this video? She is just speaking her mouth out without any credibility. I just wanna dare you and people like you to real the #CAA bill in public and tell whats wrong it in. I bet you still havenâ€™t re
5349,Faridabad,1,Wed Feb 26 13:51:30 +0000 2020,RT @mehrajdube: #delhivoilence and  #DelhiRiots2020 have gone beyond HinduMuslim or ProOrAgainst #CAA . If my children asked me why 20+ peoâ€¦
5350,"Delhi, India",1,Wed Feb 26 13:50:07 +0000 2020,#delhivoilence and  #DelhiRiots2020 have gone beyond HinduMuslim or ProOrAgainst #CAA . If my children asked me why 20+ people died in a highly secured capital city of the country... What will I say to them?
5351,Bangalore,1,Wed Feb 26 13:49:00 +0000 2020,"RT @rhkrish: @Reuters @BBCWorld There are CAA supporters and CAA protesters, who are slims.  Media brokers say police sided #CAA supportersâ€¦"
5355,,0,Wed Feb 26 13:41:45 +0000 2020,"@ConfuseForever @Shashank_1902 @JhaSanjay @narendramodi Hadn't PM and HM and many officials clearly said #CAA or NPR is not against ny citizen f India? Then y unnecessary arson, stone pelting, strikes.Why.  We citizens also have duties towards maintaining"
5356,,0,Wed Feb 26 13:40:44 +0000 2020,"The absolute thuggery and deep #Hinduphobia of ""on the run"" intellectuals of #Bakistan @TahaSSiddiqui and @husainhaqqani is on display. How masks come off #CAA #Hinduphobia #Hinduphobic #Islamists @AdvaitaKala @TVMohandasPai @PrinceArihan"
5357,Guwahati/Kolkata/Bangalore ,0,Wed Feb 26 13:40:39 +0000 2020,@_sabanaqvi @KapilMishra_IND Be ashamed you are more responsible for relentless spreading fake news about #CAA and provoking Muslims for uprising against the State.Your hatred for India and anything Hindu is well known. You are an agent of Foreign Handler
5359,"Gulbarga, India",1,Wed Feb 26 13:37:25 +0000 2020,Salute to Anti #CAA protesters who are on streets for peaceful protests from past two months Their allegiance to Constitution and Democracy is amazing   There was no single incidents of #violence by Anti CAA protesters  But  two days of protest by pro CAA protesters burning India
5360,,0,Wed Feb 26 13:37:23 +0000 2020,@BDUTT @washingtonpost Ha ha so that means protestors also took the fake propaganda spread by you on #CAA bill and never drafted NRC seriously ?
5361,"à¤—à¥à¤œà¤°à¤¾à¤¤, à¤­à¤¾à¤°à¤¤",0,Wed Feb 26 13:31:01 +0000 2020,@khanumarfa First misguide people and then begin to shed tears; didn't u kept telling people that #CAA will take away your right to citizenship which is a blatant lie; u think people won't see through your real design.
5362,IT,0,Wed Feb 26 13:29:43 +0000 2020,"@BJP4India @JPNadda It is a time, to take strict action on #ShaheenBagh organizers and anyone who is spreading false information on #CAA. It is stupidity for not arresting miscreants. Update the laws and constitution. We don't want any such laws that are "
5364,,0,Wed Feb 26 13:28:42 +0000 2020,I never ever tolerate any kind critics about you @narendramodi and  @AmitShah  Please arrest all kind of people who are miss guiding certain community over #CAA Deal with iron hand  people are with you If you don't do now  It's embracement to people like us who trust you blindly
5366,India,0,Wed Feb 26 13:28:21 +0000 2020,"@iamjohnoliver #WrongInformation #CAA does not affect any #INDIAN citizen. Act is just 3 pages, should've read it.  U r so wrong that its not even funny!  Slow Claps for your poor #comedy and #unethical #journalism ðŸ‘ðŸ»"
5369,,0,Wed Feb 26 13:26:35 +0000 2020,@carin__fischer These so called experts and authors are trying to link #kashmir freedom struggle with the Indian citizens protest against the #CAA. These scumbags will do anything to make this look like one. #DelhiRiots2020  #KashmirWantsFreedom
5372,"à¤—à¥à¤œà¤°à¤¾à¤¤, à¤­à¤¾à¤°à¤¤",0,Wed Feb 26 13:22:36 +0000 2020,"@RanaAyyub No, he is wrong; so long as people like u will spread lies about #CAA, pat people on back for breaking law all the time and demand for no valid reason to scrap a law passed by both houses in Parliament, nothing will b normal. Govt should help u"
5373,"New Delhi, India",0,Wed Feb 26 13:16:39 +0000 2020,"Doing nothing about is the same as pulling a trigger, it puts blood in on all of our hands. We need to do something. And that means changing the law. That means accepting the fact that India, in 2020, need a new gun policy. @narendramodi @AmitShah  #CAA #CAA_NRCProtests"
5374,Dongguan China,0,Wed Feb 26 13:14:32 +0000 2020,@Nidhipa Yes you ask your hate mongers to go and burn the Muslim houses. Mark my words #CAA and #NRC will cause you a lot. Now your capital is under curfew
5375,"Mumbai, India",1,Wed Feb 26 13:14:30 +0000 2020,RT @deepaggarwal1: @mukeshdixit @AmitShah @rsprasad @PMOIndia @rawnksood #CAA doesnâ€™t impact any Indian citizen leave alone a Muslim. CAA iâ€¦
5379,"New Delhi, India",0,Wed Feb 26 13:09:50 +0000 2020,3 big mistakes by @narendramodi   1. Not addressing the nation on the day of passing of #CAA law 2. Not releasing full page ads in all newspapers explaining everything 3. Not asking all MPs and MLAs to explain about CAA in their constituencies.   #DelhiRiots2020  #delhivoilence
5380,,1,Wed Feb 26 13:09:47 +0000 2020,"RT @TeenaJoel2: #delhivoilence Thr are Indian hindus who has left the country and had become citizens of other countries, and thr are few mâ€¦"
5381,,1,Wed Feb 26 13:09:13 +0000 2020,"#delhivoilence Thr are Indian hindus who has left the country and had become citizens of other countries, and thr are few muslims who wish to be an Indian citizen. Why the hell should #CAA not allow them! Learn to look at them as a human. #CAA_NRC_Protests #Delhi #ShaheenBagh"
5384,"Bengaluru, India",0,Wed Feb 26 13:04:52 +0000 2020,Death tolls have crossed 23 and 100+ are severely injured including children and women. Police is joining the violent mob in  attacking the protesters against #CAA and the ruling party is continuing the hate speeches.
5389,India,0,Wed Feb 26 13:01:36 +0000 2020,@arifmohmmadk She can't see the things happening to religions other than Muslims..ðŸ˜¡   Instead of crying on Twitter get down there and try to explain the truth about #CAA.
5394,northern hemisphere,0,Wed Feb 26 12:55:37 +0000 2020,"All #Hindus who r not of #Hindutva kind must come out in their thousands against #CAA #NRC #NPR in order to save the nation from otherwise inevitable collapse into anarchy and disaster...please come out, everywhere, anywhere. #AntiCAAprotests"
5397,,0,Wed Feb 26 12:55:23 +0000 2020,@Jangid @KapilMishra_IND In democracy majority wins and everyone must abide by the law of the land. Democracy decides what's good to the majority. Majority is irrespective of religion. #CAA nothing to do with any of citizens. Creating havoc is nothing but
5402,"Ahmedabad, India",15,Wed Feb 26 12:52:51 +0000 2020,#CAA is a very simple act which has nothing to do or does not portray any threat to muslims under CAA but from Day1 Indian media has presented it as a threat &amp; totally misguided the ignorant muslim brothers and have driven them to violent protests today. Shame on #JihadiMedia
5403,,0,Wed Feb 26 12:51:02 +0000 2020,@Jangid @KapilMishra_IND He's the man with guts to say right things on face. #CAA passed by Democratic process and should not be with drawn just because of gundagardi of few criminals. It's not their property to block anything to demand their wish. #Delhi
5405,"Pondicherry, India",0,Wed Feb 26 12:42:58 +0000 2020,@rjfahad @PMOIndia one single tweet from muslim maulvis and leaders does #caa does not affect any indian citizens will restore peace..
5406,Akhand Bharat,0,Wed Feb 26 12:42:34 +0000 2020,@omprasad_14 How many times such an issue for providing free way to Ambulances has reached High Court. Looks to me another DRama by #sickulars and #CAA protestor handlers
5410,my world,0,Wed Feb 26 12:33:19 +0000 2020,"@DavidLinden  David Linden asks Boris Johnson about India #CAA, and targeting of #Muslims and Minorities, Islamophobe Boris focuses on Christian persecution in India, totally ignores killings of Muslims. @cjwerleman  #PMQ"
5413,Bangalore and New Delhi,0,Wed Feb 26 12:32:05 +0000 2020,"1/ #Delhiburning #CAA  Judges rarely save lives. Today was a historical exception!  Justice Muralidhar and Justice Talwant Singh of the Delhi High Court might have even averted a replay of the 1984 or 2002 genocide in Delhi.  The last one saw more than a thousand deaths,"
5416,"Mumbai, India",0,Wed Feb 26 12:27:17 +0000 2020,@Payal_Rohatgi Anti #CAA protest should be considered as Anti Hindu protest. Coz persecuted non Muslims are going to get justice. Radilcalized Mullis like Saba &amp; Rana can't tolerate Persecuted Hindus getting justice. Basically these radicalised Muslim
5419,India-occupied Subcontinent,0,Wed Feb 26 12:23:09 +0000 2020,"I think we can safely say that following the #CAA, @BJP4India and @narendramodi have clearly lost the vote of urban millennials. Terrible policy communication and bad optics (loud mouthed MPs/MLAs) have been compounded by a largely inimical media establishment (except Arnab/Zee)."
5423,Mumbai,0,Wed Feb 26 12:18:29 +0000 2020,"What is recently happened in capital of country and the neighboring state in regard with protest against and for #CAA was uncalled for, it shows the collective failure of the state administration @narendramodi @AmitShah @IndianExpress #DelhiViolence #DelhiRiots #CAA_NRC_Protests"
5425,,0,Wed Feb 26 12:15:03 +0000 2020,Delhi is burning Ruots break up in capital city after mr mishra openly threatened muslim to clear the roads and stop protest against #CAA Delhi police osbt stopping stone pelters. #DelhiViolence #CAA_NRC_Protest
5426,"New Delhi, India",0,Wed Feb 26 12:14:59 +0000 2020,Twitter heroes are my favorite. This very intelectual species will tweet anything and everything based on their extensive knowledge of the matter aquired through very reliable sources such as others' Instagram stories and WhatsApp chain messages. &lt;3  #NRC #CAA
5427,,0,Wed Feb 26 12:14:30 +0000 2020,@KarunaGopal1 @republic So gradually #Truth has started raising its head! Now former #MoHA Mr. @PChidambaram_IN confirms #CAA is the issue behind #DelhiViolence. Mainly @INCIndia and its associates who didn't vote for the latest amendment are now part of 
5429,"Bengaluru, India",2,Wed Feb 26 12:13:01 +0000 2020,@LillyMaryPinto @Prasenj92908087 He is not saying We are 100 crore and they are 18 crore .. He is asking every Hindu to support #CAA in every village and city.. hope you got it !
5434,Lucknow India,0,Wed Feb 26 12:09:57 +0000 2020,"I support #CAA and i will also support #NRC , everyone has a right to protest in democracy as well but none has right to block roads , pelt stones or threatening the masses and if one does he must face the legal actions ..."
5440,"Chicago, IL",0,Wed Feb 26 12:01:56 +0000 2020,"@RehamKhan1 There is always 2 sides to a story. no Indian is affected by #CAA.why would Indian Muslims worry about providing citizenship to Muslims from neighboring countries ? Simple, they want to outnumber the Hindu population and change India to Darul-"
5441,India,0,Wed Feb 26 12:00:13 +0000 2020,@DelhiPolice should use its all technology to find who is spreading this false news on #CAA and who is responsible for this #DelhiViolence. It is one of the Politicians who is guiding them. And specially i believe its opposite party.
5444,"Okhla, New Delhi",0,Wed Feb 26 11:54:30 +0000 2020,@AmitShah you please take strict action against the accused  Donâ€™t leave them and we donâ€™t want your resign we just want result we have faith in you  #BJP #AmitShah #DelhiRiots2020 #aapketerrorists #CAA
5452,India,0,Wed Feb 26 11:46:46 +0000 2020,@ashisharies174 @Gondyraul @thedevil2896 @mar_basha @Alya_ism @CitizenKamran @kelo3adi @AJEnglish What do you mean by equal citizen ?? Do you even aware of what is  #CAA  ??  And if it's about equality then how about #UCC ???
5455,,0,Wed Feb 26 11:45:42 +0000 2020,We have full faith in @narendramodi  ji and @AmitShah ji. Whatever they will do they will do it for good of the country. #CAA or  any other thing.
5465,,0,Wed Feb 26 11:42:24 +0000 2020,"@AdityaRajKaul Hope she is granted that before Indian ""liberals"" demand that ALL Pakistanis too should be given asylum otherwise it is ""anti-Muslim"" and ""discriminatory"" - after all that's their argument on #CAA"
5469,Mumbai,0,Wed Feb 26 11:40:19 +0000 2020,Everyone for and against CAA is wrong. Let's stop the blame game and the hatred. Is it worth the blood bath? If any Act/bill agitates public to this extend then the government should put a stay on it because peace should always be the priority.#DelhiIsBurning @narendramodi #CAA
5474,mostly on the road,49,Wed Feb 26 11:36:52 +0000 2020,Some #ShaheenBagh cheerleaders are blowing the victory bugle. They think Modi-Shah are on the back-foot after #DelhiRiots2020 and wonâ€™t press for #CAA. They are naive to believe @narendramodi and @AmitShah would allow a parliament act to be overturned by engineered protests.
5476,,0,Wed Feb 26 11:32:51 +0000 2020,"@Frontalfire Congis and Aapists mock at Hindus and Sikhs of not just India, but Pak and Bangla, who would have been  saved by #CAA"
5477,Kolkata,0,Wed Feb 26 11:32:36 +0000 2020,@ANI First spread hatred do appeasement politics and now take out rally for peace it's a MARCH OF DEVILS @INCIndia @priyankagandhi #Congress #IStandWithKapilMishra #CAA
5481,Madras,1,Wed Feb 26 11:24:28 +0000 2020,"RT @indian_metal: @aruns_page @ksmkkbookscom @Rukmini 1. Persecution in BAN, PAK, AFG is based on 'religion' hence #CAA is based on religioâ€¦"
5482,"New Delhi, India",0,Wed Feb 26 11:22:41 +0000 2020,"@BigBongTheory And those chanting ""Desh ke gaddaron ko..."" were well-equipped with the arguments of why #CAA is must. Those goons of Whatsapp University know everything but Jamia, JNU, JU, AMU students are morons.  Constitution guarantees right to dissent"
5483,,0,Wed Feb 26 11:20:43 +0000 2020,"Journalists who put both #ratanlal_shaheed and a rioteer in the same tweet, they are the real Islamists. Dont look for a Khan or Ayyub in their name. They could be a Sardesai or Nidhi too.. #DelhiRiots #WeSupportDelhiPolice #CAA"
5485,singapore,0,Wed Feb 26 11:20:17 +0000 2020,@abhishekangad @IndianExpress This is what some third rate Bollywood actress and Jihadi bootlicking Journos achieved by misguiding Indian Muslims on #CAA .  @RanaAyyub @ReallySwara
5487,Mansoura ,0,Wed Feb 26 11:14:57 +0000 2020,Is this truth treaty between #India and #USA ? #DelhiRiots2020 #CAA  #DelhiRiots  #DelhiBurning
5489,India,6,Wed Feb 26 11:14:07 +0000 2020,"#CAA is okay, #Reservations is not. By invoking reservations and caste #ChandrashekharAzad unwittingly invited savarna/ashraf bile against him."
5491,Sangli,0,Wed Feb 26 11:13:19 +0000 2020,#CAA Can it be made mandatory to display the highlights of act at ecery masjid / mandir in India ? Ket the people know the reality and good prevail over evil... In both religions
5493,New Delhi,0,Wed Feb 26 11:11:48 +0000 2020,We appreciate @CMOfficeUP efforts to punish rioters after #CAAprotest . @myogiadityanath is the master to tackle Anti #CAA rioters. @ArvindKejriwal is a kid in front of Mr. #Yogi and He should take classes from Mr. #Yogi in controlling and punishing Rioters. #DelhiRiots2020
5497,Oman,0,Wed Feb 26 11:04:54 +0000 2020,"For two months nobody said anything in respect of Indians who commute through Kalindi Kunj Road and when some peoples sat on the road in support of #CAA then Jafrabad, Kardam Puri and Kabir Nagar mob came for stone pelting on them. No one saw that. Who starts this?"
5500,Karimnagar,0,Wed Feb 26 11:01:26 +0000 2020,"@Reuzaki3 Yes, since I didn't find any logic in protests in Delhi it's just to create chaos and unsettle United India, #CAA is not harming any Indian nationals it's a political game understand and move on.ðŸ™"
5501,Humanity,0,Wed Feb 26 11:01:00 +0000 2020,@Shaheenbaghoff1 @DelhiPolice @HMOIndia @PMOIndia @ArvindKejriwal Fundamentalist Hindu mob vandalising a mosque in Dehli. Severe violence against Muslims and those against #caa  -#nationalylaws in #India for last few days amid #TrumpIndiaVisit â€œpeaceful
5504,"à®ˆà®°à¯‹à®Ÿà¯, à®¤à®®à®¿à®´à¯à®¨à®¾à®Ÿà¯",2,Wed Feb 26 10:58:49 +0000 2020,"Instead of insisting on playing our national anthem in cinema theatres, we can play it on every temples, mosques and churches in our country once a day. This would dissolve the current situation and in the future also. Kindly consider this for further move @narendramodi #CAA #"
5508,,0,Wed Feb 26 10:56:33 +0000 2020,"@iamjohnoliver Blatant lie. You have misinformation about @narendramodi , #NRC and #CAA.Please do not make a fool out of yourself to promote your propaganda."
5509,"Mumbai, India",0,Wed Feb 26 10:54:11 +0000 2020,"The day Liberals of India will start showing same anger or even half against the likes of Waris Pathan as compared to what they have shown against @KapilMishra_IND we would believe them and stand with them. But, we all know, that won't happen. #KapilMishra_IND #delhivoilence #CAA"
5510,Elsewhere,0,Wed Feb 26 10:53:53 +0000 2020,"During Arguments in HC on #CAA and #DelhiViolence .  Solicitor General Tushar Mehta says #DelhiPolice is not having picnic, they are facing acid attacks ."
5514,Great Mallu Land,1,Wed Feb 26 10:50:12 +0000 2020,"@aruns_page @ksmkkbookscom @Rukmini 1. Persecution in BAN, PAK, AFG is based on 'religion' hence #CAA is based on religious persecution.  2. At least learn from Pakistan, the technology they have used for identifying their 'actual' citizens. We have not g"
5515,"New Delhi, India",0,Wed Feb 26 10:50:01 +0000 2020,#AmitShahIstifaDo Varna #CAA Protesters ke P****de mein Danda do.   And Kill the murderers of Ratan Lal and Ankit Sharma immediately.   Don't spare these skull cap goons who cause #DelhiBurns #DelhiRiots2020
5516,Kashmirian,0,Wed Feb 26 10:49:32 +0000 2020,"@Farhana_kanwal_ First happened article 370,then babri masjid, Muslims remain silent but now divider in Chief is going to deport Muslims in the name of #CAA and #NRC how can we remain silent??"
5518,India,0,Wed Feb 26 10:48:20 +0000 2020,#DelhiRiots2020 is bcos of ambitious @ArvindKejriwal @AamAadmiParty who for election sakes raked up #caa and allowed #ShaheenBagh built up which has now started showing violent colours. #SupremeCourt should have ordered removal of protestors. #ISupportCAA_NRC
5519,India,0,Wed Feb 26 10:46:46 +0000 2020,@PplOfIndia @_sabanaqvi @ArvindKejriwal ðŸ¤£ðŸ¤£ being a news trade servant of dozen dynasties has wrecked havoc with Naqviâ€™s Head. The jerk insists that state government can stall #CAA or #NRC ðŸ¤ª. Next she wil say that states will start issuing passp
5521,"Dindigul, India",0,Wed Feb 26 10:42:35 +0000 2020,"@XyzTweeter @PrabhuChawla @narendramodi @AmitShah @PMOIndia @ArvindKejriwal @LtGovDelhi @HMOIndia @RahulGandhi @BJP4India @AamAadmiParty @INCIndia Shutters of drama opened by #pissfulreligion, you have some reasons for protest. #NoIndiancitizenaffected by"
5526,"Nagpur, MS, India",0,Wed Feb 26 10:36:30 +0000 2020,@ABPNews #WeSupportCAA because it's for our safe Future. We just saw a trailer yesterday how frightful our lives can be without #CAA and #NRC being implemented with immediate effect.
5529,,0,Wed Feb 26 10:22:24 +0000 2020,@Imdanish56 @IrfanPathan Why not speak with the people on Shaheen bagh road to open it up. No one loosing with #CAA . Can police do something when their is a crowd of over 100 people mobilized for a purpose? I can also talk a lot on Twitter and Facebook b
5533,,0,Wed Feb 26 10:20:36 +0000 2020,It's time stop all these brutal protests. We all indian need to understand if we let cancer spread in whole country there will be no Hindustan for Hindu. Time to take brutal action. We as a govt. Must implement #CAA and #NRC ASAP.  #DelhiRoits2020
