"himachal Pradesh","0","mon feb 24 16:57:58 +0000 2020"," it my india , and in this india i do not want any rulebill which divide me from my friend , which raise a question on my or their nationality, which discriminates majority and minority our essence is unity in diversity take back caa and nrc nrc caanrcprotests"
"himachal Pradesh","0","mon feb 24 16:31:03 +0000 2020"," you sound so foolish dont do your movie script while talking about india nrc caa is crucial and to understand that you need to study and know the history and whats that pradhan mantri kaa home minister mr amit shah is india"
"himachal Pradesh","0","mon feb 24 15:29:40 +0000 2020"," 10 hm say muslim minority sect dont face religious persecution in muslim majority country when in fact ahmadiyas amp other muslim sect do get discriminated against and face atrocity did he lie and why caa nrc explainer nocaa indiaagainstcaa"
"himachal Pradesh","6","mon feb 24 13:48:02 +0000 2020"," the easiness with which firing incident are taking place, i think the nrc is a must until and unless, people are not registered and made accountable, these incident will keep growing illegal migrant are like sleeper cell they need"
"himachal Pradesh","4","mon feb 24 13:24:17 +0000 2020"," an indian oil petrolà¥¤pump,maruti showroom, a truck, 3 house innumerable bike and car burnt, no way so caa going back now bring on nrc npr uniform civil code and population control bill let see how long the dog can go mad a with mad dog they will be put dowb"
"himachal Pradesh","0","mon feb 24 12:06:04 +0000 2020"," can peace and islam coexist together in any country protesttrumpvisit caanrcprotests jafarabad jafrabad shaheenbaghprotest trumpindiavisit trumpinindia islamicterrorism islam nrc caa delhi"
"himachal Pradesh","0","mon feb 24 10:54:33 +0000 2020"," well caa is drafted and it the only law, nrc is not a law if you couldnt understand it and a for nrc we are taking mr shah word for it, if you consider them of any value and also the nrc assam factoring in the bi"
"himachal Pradesh","1","mon feb 24 09:04:49 +0000 2020"," rt govt should hire data companies, and private work force to manage the country wide nrc and npr exercise india cannot afff…"
"himachal Pradesh","1","mon feb 24 08:54:43 +0000 2020"," govt should hire data companies, and private work force to manage the country wide nrc and npr exercise india cannot affford for this to go wrong babu in the system cannot do the job they are incompetent to the core india need a special task force"
"himachal Pradesh","5","mon feb 24 07:05:40 +0000 2020"," rt keep frothing amp fuming caa is here to stay amp will be implemented npr a well lastly nrc is already manda…"
"himachal Pradesh","0","mon feb 24 01:37:44 +0000 2020"," grand old party amp current leadership is failing indiawith no motion or action on groundlosing plenty of issue after another and so people love amp support lpg caa nrc trump 370 judge cvc"
"himachal Pradesh","0","sun feb 23 21:40:50 +0000 2020"," the fear in the islamic community is all a made up story i’m yet to see one literate soul clearly explain what doe caa have that’s against the muslim coming to nrc, it doesn’t exist a of now and we’re already comp"
"himachal Pradesh","0","sun feb 23 20:34:30 +0000 2020"," just a request to go through caa and nrc fully , understand it and then go for protests, i’m sure you’ve gone through the point but it’s important to go through fully when you become one of the known face of protest who an ordinary"
"himachal Pradesh","5","sun feb 23 15:10:41 +0000 2020"," keep frothing amp fuming caa is here to stay amp will be implemented npr a well lastly nrc is already mandated a part of the constitution and pay attn, it wa done during your hero nehru watch in 1955 now gimme one good rea"
"himachal Pradesh","0","sun feb 23 14:43:20 +0000 2020"," smartphones have taken away our day to day communication with our loved one i am starting to get aggravated with the part where you just get loved liked emphasized and so on in response with iphone message wordsmatter nrc not real communication"
"himachal Pradesh","0","sun feb 23 12:24:26 +0000 2020"," election are over, how long doe the money flow with summer around the corner, it will only prove costly to the organizer irom sharmila protested for 16yrs for no reason and she regretted after 16long year let see if sh"
"himachal Pradesh","1","sun feb 23 11:04:31 +0000 2020"," rt those who are comparing assam nrc and misquoting it fact that on same basis it will be implemented over rest of the count…"
"himachal Pradesh","1","sun feb 23 11:03:47 +0000 2020"," those who are comparing assam nrc and misquoting it fact that on same basis it will be implemented over rest of the country yet to be introduced they should be deported on the very first line when actually nrc is implemented in country daravaneprovisions nrc"
"himachal Pradesh","1","sun feb 23 10:47:26 +0000 2020"," the rule for preparing nrc are already provided under the citizenship act 1955 and the citizenship regstn of citiz"
"himachal Pradesh","0","sun feb 23 08:55:09 +0000 2020"," from many day some people are sitting on shahin bagh in the name of protest and are demanding for govt to blackout from caa and npr and also a fake imagination of nrc bcz it their right but they are interfearing in right of other people of using that road"
"himachal Pradesh","0","sun feb 23 08:42:56 +0000 2020"," taking a step back, apart from a violent 20 cr strong community, most of whom would put kaum first, given our corrupt, inefficient machinery, lack of education, record and digitization, and hostile neighbors, perhaps nrc wa not"
"himachal Pradesh","0","sun feb 23 07:01:24 +0000 2020"," dial100 take cognizance of swara bhaskar spreading rumour and misleading public about nrc such ppl shud b immediately arrested for creating unrest among the mass"
"himachal Pradesh","0","sun feb 23 05:25:33 +0000 2020"," imagine hitler saying jew need not be afraid of him after he became chancellor in 1930s thats what bjp sound like when it assures muslim that nothing will happen with caa and nrc"
"himachal Pradesh","0","sun feb 23 03:12:48 +0000 2020"," first of all bannpr in ap and then do the social service a both are very contradictory one side you are pretending to be a good cm and another side you are implementing the unconstitutional law npr a long a it’s the first step towards nr"
"himachal Pradesh","0","sun feb 23 01:40:07 +0000 2020"," for mannkibaat, you need a mann, not muscle so, indian need to listen to a much a possible to easily understand the conspiracy of npr nrc caa frankly, rubika delivered fulltosses and halfvolleys but couldnt manage to hit sixer 12"
"himachal Pradesh","0","sat feb 22 18:25:46 +0000 2020"," bhailog pta toh chalega kitni janta hai hmari country mei or kitni refugee hai and if nrc will also be done then atleast people of india will have their identity of proof i think some dont want to disclosed the identity to govt they want to be secret civilian jantajanarden"
"himachal Pradesh","22","sat feb 22 16:04:21 +0000 2020"," rt dear a you know very well how nrc is dangerous for our country, and you also know npr is first step o…"
"himachal Pradesh","4","sat feb 22 15:28:16 +0000 2020"," rt tom what montek singh ahluwalia ha to say on nrc social unrest and it link with an economy in “serious slo…"
"himachal Pradesh","4","sat feb 22 13:33:35 +0000 2020"," tom what montek singh ahluwalia ha to say on nrc social unrest and it link with an economy in “serious slowdown”"
"himachal Pradesh","0","sat feb 22 09:14:01 +0000 2020"," somebody should explain these ‘sirphire’ leader that caa and nrc is save the country if country is not there then where they will do politics so saveindia and our cultural identity first politics come after"
"himachal Pradesh","0","sat feb 22 07:57:56 +0000 2020"," caa nrc before the ucc please run a campaign on television, print, social medium and fm radioto educate all about the need for uniform civil code so that opposition cannt misguide mass"
"himachal Pradesh","2","sat feb 22 02:51:31 +0000 2020"," rt our argument against nrc need to be on ground of both justice and humanity these are two thing i care about most, and nr…"
"himachal Pradesh","2","sat feb 22 01:38:57 +0000 2020"," our argument against nrc need to be on ground of both justice and humanity these are two thing i care about most, and nrc fails both of them you want to prevent illegal immigration tighten your border but, for heaven sake, leave those living in india already alone"
"himachal Pradesh","59","sat feb 22 01:24:37 +0000 2020"," rt dear a you know very well how nrc is dangerous for our country, and you also know npr is first step of …"
"himachal Pradesh","0","sat feb 22 00:19:07 +0000 2020"," just want to know which departmentministry of india at official level demanded for caanrc and what wa their key point of demand politics news debate à®…à®°à®šà®¿à®¯à®²à¯ à®•à®ÿà¯à®šà®¿ party nrc caa india un supremecourt tamil caanrcprotests à®šà¯†à®¯à¯à®¤à®¿"
"himachal Pradesh","12","fri feb 21 23:56:19 +0000 2020"," rt the country need education, good health and livelihood, not caanrcnpr the nonbjp government must focus on real…"
"himachal Pradesh","29","fri feb 21 18:37:49 +0000 2020"," rt dear cm of andhra pradesh, a you know nrc is a process of breaking dignity of our country, and npr is first step of nrc…"
"himachal Pradesh","53","fri feb 21 18:36:41 +0000 2020"," rt dear a you know very well how nrc is dangerous for our country, and you also know npr is first step of nrc so i…"
"himachal Pradesh","3","fri feb 21 17:34:55 +0000 2020"," rt the country need education, good health and livelihood, not caanrcnpr the nonbjp government must focus on real…"
